LOAN_ID,MOB,InterestRate,IssuedDate,DTI,State,HomeOwnership,MonthlyIncome,EarliestCREDITLine,OpenCREDITLines,TotalCREDITLines,RevolvingCREDITBalance,RevolvingLineUtilization,Inquiries6M,AccountsDQ,DelinquentAmount,DQ2yrs,MonthsSinceDQ,PublicRec,MonthsSinceLastRec,Education,EmploymentLength,currentpolicy,term,appl_fico_band,vintage,TERM,MFMonth,target,Amount.Requested,LoanPurpose
662146,1,11.11,2/10/2011,15.84,AZ,MORTGAGE,3750,1/15/1996,10,25,9866,42.2,2,0,0,0,999,1,,,2 years,1,36,690-694,11Q1,36,0011-03-01,0,10000,debt_consolidation
662157,1,17.14,2/2/2011,22.12,PA,RENT,3833.33,9/29/2004,24,37,13401,40.7,2,0,0,0,999,0,,,3 years,1,36,665-669,11Q1,36,0011-03-01,0,10000,debt_consolidation
662167,1,12.68,2/8/2011,10,WA,RENT,3500,2/8/1997,5,18,9053,48.2,0,0,0,0,999,0,,,< 1 year,1,60,750-754,11Q1,60,0011-03-01,0,17000,debt_consolidation
662208,1,16.4,2/7/2011,20.59,WA,MORTGAGE,4250,12/19/2000,10,23,8741,79,2,0,0,1,8,1,8,,6 years,1,36,675-679,11Q1,36,0011-03-01,0,16750,debt_consolidation
662247,1,10.74,2/7/2011,4.62,IL,MORTGAGE,6037,11/7/1993,12,29,0,0,0,0,0,0,999,0,,,7 years,1,36,770-774,11Q1,36,0011-03-01,0,25000,medical
662323,1,10.74,1/31/2011,19.5,AZ,RENT,3600,3/23/2006,7,9,2101,72.4,0,0,0,0,999,0,,,n/a,1,36,675-679,11Q1,36,0011-03-01,0,1000,debt_consolidation
662335,1,16.4,2/22/2011,12.69,NJ,RENT,7083.33,4/7/2000,9,25,18663,65.5,0,0,0,1,6,0,,,7 years,1,60,690-694,11Q1,60,0011-03-01,0,14400,debt_consolidation
662379,1,19.36,2/14/2011,17.45,IL,MORTGAGE,7500,8/26/1990,9,36,17154,68.9,0,0,0,1,10,1,10,,10+ years,1,60,675-679,11Q1,60,0011-03-01,0,18000,debt_consolidation
662382,1,10.37,2/28/2011,15.51,PA,MORTGAGE,5500,3/1/1985,17,40,3768,6.9,1,0,0,0,999,0,,,10+ years,1,60,775-779,11Q1,60,0011-04-01,0,12800,home_improvement
662383,1,17.14,2/7/2011,4.67,VA,OWN,5416.67,8/7/1997,17,22,7206,34.8,1,0,0,2,12,0,,,10+ years,1,60,675-679,11Q1,60,0011-03-01,0,10000,major_purchase
662414,1,9.63,2/3/2011,13.45,VA,RENT,10416.67,2/24/1994,10,23,22605,89.7,0,0,0,0,999,0,,,< 1 year,1,36,705-709,11Q1,36,0011-03-01,0,8000,debt_consolidation
662416,1,10.74,2/14/2011,17.32,CA,RENT,1916.67,5/30/1999,6,17,451,5.9,1,0,0,2,2,0,,,1 year,1,36,690-694,11Q1,36,0011-03-01,1,8875,
662418,1,13.43,2/8/2011,8.28,SC,RENT,6500,1/19/1978,10,22,18228,44.7,1,0,0,0,999,0,,,9 years,1,36,740-744,11Q1,36,0011-03-01,0,25000,small_business
662552,1,10.74,2/1/2011,7.45,NC,MORTGAGE,3166.67,7/30/1993,5,28,8938,51.1,1,0,0,0,999,0,,,3 years,1,60,750-754,11Q1,60,0011-03-01,0,8500,debt_consolidation
662564,1,16.02,1/31/2011,6.49,NC,RENT,5666.67,4/5/1998,9,24,8257,86.9,1,0,0,0,28,0,,,3 years,1,36,670-674,11Q1,36,0011-03-01,0,10000,debt_consolidation
662576,1,18.25,2/2/2011,13.92,NY,RENT,4833.33,4/3/2004,11,25,13207,52.8,1,0,0,0,999,0,,,4 years,1,60,670-674,11Q1,60,0011-03-01,0,13000,credit_card
662580,1,10.74,2/1/2011,2.69,MO,OWN,3575,4/19/2001,4,11,595,9,1,0,0,0,44,0,,,7 years,1,36,700-704,11Q1,36,0011-03-01,0,2000,debt_consolidation
662601,1,10.74,2/9/2011,22.73,VA,RENT,7002.67,11/5/2003,8,12,7659,67.1,0,0,0,0,26,0,,,2 years,1,60,720-724,11Q1,60,0011-03-01,0,13000,
662604,1,15.65,2/3/2011,9.75,NJ,RENT,4000,2/18/2001,7,10,3620,38.1,0,0,0,1,19,0,,,2 years,1,36,665-669,11Q1,36,0011-03-01,0,12000,debt_consolidation
662625,1,10.37,2/7/2011,8.91,NJ,RENT,5833,6/9/1997,11,23,7795,21.4,0,0,0,0,999,0,,,6 years,1,36,760-764,11Q1,36,0011-03-01,0,20400,debt_consolidation
662636,1,13.8,2/3/2011,11.12,CA,MORTGAGE,5700,2/4/1997,7,17,2853,23.8,2,0,0,0,36,1,36,,7 years,1,60,700-704,11Q1,60,0011-03-01,0,12000,home_improvement
662660,1,13.43,2/2/2011,10.26,CA,MORTGAGE,8166.67,5/21/1995,12,26,18259,59.1,1,0,0,0,53,0,,,4 years,1,36,715-719,11Q1,36,0011-03-01,1,20000,debt_consolidation
662664,1,10.74,2/10/2011,17.76,TX,OWN,4583.33,1/11/1980,12,41,27886,30.2,0,0,0,0,999,0,,,10+ years,1,36,760-764,11Q1,36,0011-03-01,0,25000,small_business
662673,1,10.37,2/3/2011,10.84,FL,MORTGAGE,12500,3/31/1999,8,29,16857,21.7,0,0,0,0,999,0,,,9 years,1,36,785-789,11Q1,36,0011-03-01,0,25000,debt_consolidation
662674,1,12.68,1/31/2011,5.93,WA,MORTGAGE,2916.67,12/11/1996,8,24,3336,39.7,0,0,0,1,22,1,22,,10+ years,1,36,670-674,11Q1,36,0011-03-01,0,8000,debt_consolidation
662678,1,11.11,2/7/2011,2.07,NY,RENT,6666.67,8/7/2003,7,24,7688,87.4,0,0,0,0,999,0,,,4 years,1,60,715-719,11Q1,60,0011-03-01,0,12000,
662688,1,10.74,2/3/2011,15.45,MI,MORTGAGE,1495.5,9/2/1998,8,22,7968,42.8,1,0,0,0,999,0,,,n/a,1,60,725-729,11Q1,60,0011-03-01,0,6625,debt_consolidation
662696,1,12.23,2/1/2011,8.33,CA,RENT,1369,7/23/2007,7,9,2793,41.7,0,0,0,0,999,0,,,< 1 year,1,36,705-709,11Q1,36,0011-03-01,0,2400,debt_consolidation
662719,1,15.65,2/7/2011,18.59,VA,MORTGAGE,4583.33,10/14/1990,7,35,33350,89.9,2,0,0,0,999,0,,,n/a,1,60,705-709,11Q1,60,0011-03-01,0,17050,debt_consolidation
662743,1,15.28,2/7/2011,4.16,KS,MORTGAGE,14583,12/8/1991,24,50,7458,13.7,1,0,0,0,999,1,,,8 years,1,36,730-734,11Q1,36,0011-03-01,0,25000,small_business
662747,1,10.74,1/31/2011,1.97,KS,RENT,2900,1/8/1986,13,30,1869,2.7,1,0,0,0,999,0,,,n/a,1,36,695-699,11Q1,36,0011-03-01,0,4000,debt_consolidation
662770,1,10.37,2/7/2011,11.9,AZ,RENT,5000,1/22/1989,7,21,15917,84.2,0,0,0,1,14,0,,,2 years,1,36,695-699,11Q1,36,0011-03-01,0,12000,credit_card
662771,1,18.25,2/7/2011,9,PA,RENT,3000,8/26/2005,4,8,587,32.6,2,0,0,1,9,0,,,4 years,1,60,695-699,11Q1,60,0011-03-01,0,10000,small_business
662813,1,10,2/2/2011,18.7,CA,RENT,2416.67,12/1/1998,11,29,8868,48.7,1,0,0,0,999,0,,,5 years,1,36,705-709,11Q1,36,0011-03-01,0,10000,debt_consolidation
662846,1,17.51,2/2/2011,2.71,CA,RENT,5416.67,4/19/2001,2,4,358,1.7,0,0,0,0,37,0,,,3 years,1,60,675-679,11Q1,60,0011-03-01,0,9600,small_business
662849,1,11.11,2/4/2011,15.79,CA,MORTGAGE,4711.08,9/27/1976,11,42,21178,34.6,2,0,0,0,65,0,,,n/a,1,36,750-754,11Q1,36,0011-03-01,0,20000,credit_card
662888,1,10.37,2/8/2011,12.83,WA,MORTGAGE,7500,1/1/1993,13,39,2750,11.3,3,0,0,0,39,1,39,,5 years,1,60,740-744,11Q1,60,0011-03-01,0,6000,car
662943,1,12.68,2/2/2011,12.54,CA,MORTGAGE,2760,6/23/2000,10,16,7864,27.9,2,0,0,0,47,0,,,9 years,1,60,720-724,11Q1,60,0011-03-01,0,8375,debt_consolidation
662951,1,16.4,2/7/2011,6.6,VA,OWN,3333.33,3/29/2006,13,21,3511,13.3,0,0,0,0,44,0,,,2 years,1,36,665-669,11Q1,36,0011-03-01,0,10000,debt_consolidation
662956,1,17.88,2/4/2011,16.56,FL,RENT,2500,5/20/2001,4,15,2629,84.8,1,0,0,0,999,0,,,4 years,1,60,675-679,11Q1,60,0011-03-01,0,10000,wedding
662967,1,12.68,2/4/2011,13.26,NY,RENT,3500,9/16/2001,11,17,3996,27,1,0,0,0,999,0,,,6 years,1,60,720-724,11Q1,60,0011-03-01,0,10000,home_improvement
662969,1,13.8,2/1/2011,6.26,NM,RENT,2458.33,7/26/1988,4,12,6502,56.5,1,0,0,0,999,1,,,2 years,1,60,700-704,11Q1,60,0011-03-01,0,1400,major_purchase
663040,1,13.43,2/4/2011,21.78,NC,MORTGAGE,12500,1/23/1989,18,37,76124,43.5,1,0,0,0,999,0,,,10+ years,1,36,735-739,11Q1,36,0011-03-01,0,25000,debt_consolidation
663049,1,15.28,2/9/2011,18.27,NC,RENT,4416.67,10/2/1998,7,11,22835,71.8,1,0,0,0,999,0,,,< 1 year,1,36,695-699,11Q1,36,0011-03-01,0,25000,debt_consolidation
663059,1,10.37,2/3/2011,17.02,NC,RENT,3166.67,11/3/1998,9,27,0,0,0,0,0,1,10,0,,,3 years,1,60,720-724,11Q1,60,0011-03-01,0,5000,car
663080,1,10.37,2/3/2011,18.56,NY,RENT,6083.33,8/1/1993,17,30,23264,42.1,1,0,0,0,63,0,,,5 years,1,36,690-694,11Q1,36,0011-03-01,0,5800,credit_card
663103,1,13.06,2/8/2011,16.31,TX,MORTGAGE,3667,11/7/1997,11,33,1618,50.6,3,0,0,2,22,0,,,5 years,1,36,675-679,11Q1,36,0011-03-01,0,6000,home_improvement
663107,1,13.06,2/23/2011,17.96,GA,OWN,2666.67,11/29/2004,12,20,16903,62.8,0,0,0,0,999,0,,,5 years,1,60,695-699,11Q1,60,0011-03-01,0,12000,debt_consolidation
663117,1,15.65,3/31/2011,17.69,MI,RENT,3250,11/13/2003,7,13,13533,80.1,0,0,0,0,999,0,,,1 year,1,60,685-689,11Q1,60,0011-05-01,0,14000,credit_card
663164,1,15.65,2/8/2011,19.9,CA,RENT,4166.67,6/20/1997,8,21,9282,69.3,0,0,0,0,999,0,,,5 years,1,60,710-714,11Q1,60,0011-03-01,0,22000,debt_consolidation
663246,1,15.65,2/15/2011,6.58,TX,MORTGAGE,7916.67,3/28/1994,14,23,11922,47.8,1,0,0,0,999,0,,,9 years,1,36,690-694,11Q1,36,0011-03-01,0,17000,small_business
663249,1,10.74,2/8/2011,11.81,PA,MORTGAGE,10000,5/16/1996,14,33,14126,61.2,0,0,0,0,58,0,,,10+ years,1,36,710-714,11Q1,36,0011-03-01,0,18000,debt_consolidation
663263,1,18.99,2/11/2011,19.98,NY,MORTGAGE,14166.67,2/28/1988,8,19,72665,94.3,3,0,0,0,32,0,,,8 years,1,36,670-674,11Q1,36,0011-03-01,0,20000,small_business
663270,1,13.06,2/4/2011,19.68,CO,MORTGAGE,5000,12/19/1989,11,23,23194,68,1,0,0,0,999,0,,,7 years,1,60,720-724,11Q1,60,0011-03-01,0,12750,debt_consolidation
663272,1,16.02,2/4/2011,19.15,GA,RENT,4166.67,11/6/2003,20,38,5272,41.2,0,0,0,0,999,0,,,< 1 year,1,60,710-714,11Q1,60,0011-03-01,0,9200,small_business
663275,1,18.62,2/28/2011,22.05,KS,OWN,2916.67,4/24/2006,10,19,2248,14.6,3,0,0,0,47,0,,,5 years,1,60,665-669,11Q1,60,0011-04-01,0,10625,debt_consolidation
663302,1,12.68,2/4/2011,24.36,MA,RENT,1720,2/8/2002,6,22,4260,78.9,3,0,0,0,60,0,,,< 1 year,1,36,675-679,11Q1,36,0011-03-01,0,2500,debt_consolidation
663317,1,16.4,2/3/2011,12.19,CA,RENT,7500,6/8/1998,15,37,9554,60,0,0,0,0,28,0,,,9 years,1,36,675-679,11Q1,36,0011-03-01,0,15000,debt_consolidation
663318,1,11.11,2/4/2011,23.63,NY,RENT,1820,4/22/1995,13,17,4409,17.9,2,0,0,0,999,0,,,2 years,1,60,720-724,11Q1,60,0011-03-01,0,7500,debt_consolidation
663331,1,10,2/14/2011,7.73,IL,MORTGAGE,6274,12/26/1995,6,19,18352,61.2,0,0,0,0,47,0,,,10+ years,1,36,740-744,11Q1,36,0011-03-01,0,18050,debt_consolidation
663381,1,9.63,2/7/2011,24.18,IL,MORTGAGE,4333.33,7/10/1997,16,26,48160,83.5,1,0,0,0,999,0,,,4 years,1,36,725-729,11Q1,36,0011-03-01,0,14675,debt_consolidation
663385,1,16.4,2/4/2011,0.33,CA,RENT,4583,7/24/2000,2,12,391,97.7,0,0,0,0,47,0,,,< 1 year,1,36,670-674,11Q1,36,0011-03-01,0,5000,
663394,1,10.37,2/23/2011,7.07,FL,RENT,15000,4/27/1994,13,36,12361,71.9,1,0,0,0,29,1,29,,4 years,1,36,700-704,11Q1,36,0011-03-01,0,8000,debt_consolidation
663397,1,15.28,2/7/2011,0.46,OH,RENT,1750,4/16/1979,2,10,275,91.7,1,0,0,0,28,0,,,10+ years,1,36,670-674,11Q1,36,0011-03-01,0,3000,small_business
663412,1,19.74,2/15/2011,19.73,GA,MORTGAGE,6250,7/5/1998,8,20,18443,82.1,0,0,0,1,21,0,,,3 years,1,36,665-669,11Q1,36,0011-03-01,0,25000,debt_consolidation
663413,1,10.74,2/2/2011,12.74,NY,MORTGAGE,9750,4/7/1992,9,24,19382,85.8,1,0,0,1,10,0,,,10+ years,1,36,695-699,11Q1,36,0011-03-01,0,3700,credit_card
663422,1,11.11,2/3/2011,9.33,NC,MORTGAGE,9500,9/1/1987,10,26,16121,33.7,1,0,0,1,12,0,,,4 years,1,36,690-694,11Q1,36,0011-03-01,0,10000,car
663454,1,17.88,2/11/2011,12.53,CA,MORTGAGE,16666.67,2/9/1992,13,40,41393,43.2,0,0,0,0,63,0,,,10+ years,1,60,690-694,11Q1,60,0011-03-01,0,25000,small_business
663493,1,13.43,2/4/2011,15,IL,RENT,666.67,9/21/2006,5,8,2809,7.3,2,0,0,0,999,0,,,2 years,1,60,715-719,11Q1,60,0011-03-01,0,2250,debt_consolidation
663508,1,14.17,2/4/2011,10,VA,RENT,1200,12/20/2006,5,10,4019,69.2,1,0,0,0,999,0,,,< 1 year,1,36,670-674,11Q1,36,0011-03-01,0,4200,credit_card
663515,1,12.68,2/8/2011,11.75,FL,MORTGAGE,9966.67,8/9/1997,10,14,56800,31.5,0,0,0,1,12,0,,,6 years,1,60,700-704,11Q1,60,0011-03-01,0,12000,major_purchase
663524,1,10.37,2/7/2011,22.91,WA,MORTGAGE,5333.33,8/23/2000,14,26,18492,34.2,2,0,0,0,999,0,,,3 years,1,36,710-714,11Q1,36,0011-03-01,0,13225,debt_consolidation
663592,1,15.28,2/9/2011,19.43,KY,OWN,7500,12/3/1992,9,21,4131,68.8,0,0,0,3,12,1,12,,5 years,1,36,680-684,11Q1,36,0011-03-01,0,20000,debt_consolidation
663607,1,14.17,2/7/2011,18.61,NY,OWN,5416.67,9/8/1997,21,43,16278,52.9,1,0,0,1,8,0,,,8 years,1,36,670-674,11Q1,36,0011-03-01,0,9600,credit_card
663655,1,11.11,2/8/2011,28.55,MI,MORTGAGE,4000,1/1/1999,12,58,25827,52.3,1,0,0,0,999,0,,,10+ years,1,60,730-734,11Q1,60,0011-03-01,0,8000,small_business
663698,1,10.37,2/8/2011,20.49,IL,RENT,3333.33,7/31/2004,9,15,4473,68.8,3,0,0,0,999,0,,,8 years,1,36,705-709,11Q1,36,0011-03-01,0,12000,
663723,1,11.11,2/1/2011,8.66,CO,OWN,3916.67,10/26/2005,12,23,4163,39.3,2,0,0,0,999,0,,,1 year,1,36,680-684,11Q1,36,0011-03-01,0,6000,debt_consolidation
663742,1,12.68,2/2/2011,19.06,CA,RENT,4333.33,1/22/1995,14,39,4252,83.4,0,0,0,0,999,0,,,2 years,1,60,685-689,11Q1,60,0011-03-01,0,6000,major_purchase
663744,1,10.74,2/2/2011,18.26,DC,RENT,2190,1/26/2000,3,6,7912,90.9,1,0,0,0,999,0,,,< 1 year,1,36,735-739,11Q1,36,0011-03-01,0,7000,credit_card
663839,1,14.91,2/14/2011,13.43,GA,MORTGAGE,3000,1/7/1998,8,17,5049,78.9,3,0,0,0,82,1,82,,1 year,1,60,685-689,11Q1,60,0011-03-01,0,12000,major_purchase
663867,1,10.74,2/24/2011,6.08,GA,MORTGAGE,3750,8/3/1995,9,26,4892,28.8,0,0,0,1,7,0,,,5 years,1,60,715-719,11Q1,60,0011-03-01,0,14500,debt_consolidation
663895,1,13.43,2/7/2011,6.2,CT,RENT,4416.67,10/4/1998,8,18,16534,33.7,3,0,0,0,999,0,,,5 years,1,36,730-734,11Q1,36,0011-03-01,0,25000,small_business
663899,1,10,2/2/2011,15.53,RI,RENT,4500,10/4/1998,8,15,8558,74.4,2,0,0,0,53,1,53,,10+ years,1,36,700-704,11Q1,36,0011-03-01,0,5000,credit_card
663901,1,18.62,2/8/2011,14.19,TX,OWN,3333.33,10/9/1997,14,17,3201,34.1,3,0,0,0,999,0,,,8 years,1,60,675-679,11Q1,60,0011-03-01,0,10000,debt_consolidation
663913,1,10.37,2/3/2011,17.55,MI,OWN,3583.33,4/17/1996,12,41,1035,3.4,2,0,0,0,999,0,,,6 years,1,60,805-809,11Q1,60,0011-03-01,0,9000,credit_card
663969,1,10.74,2/7/2011,20.39,OK,MORTGAGE,5803.2,8/14/2002,11,20,12422,54.2,0,0,0,0,999,0,,,5 years,1,36,710-714,11Q1,36,0011-03-01,0,16725,debt_consolidation
663981,1,11.11,2/11/2011,13.18,CA,MORTGAGE,10000,8/25/1977,12,26,27359,29.9,1,0,0,0,999,0,,,< 1 year,1,36,760-764,11Q1,36,0011-03-01,0,20000,debt_consolidation
663995,1,13.06,2/4/2011,11.81,CO,RENT,3750,9/3/1987,17,26,11424,77.7,1,0,0,0,999,1,,,4 years,1,36,685-689,11Q1,36,0011-03-01,0,5200,debt_consolidation
664000,1,13.8,2/3/2011,4.63,WI,MORTGAGE,7083.33,6/2/1993,12,23,11517,94.4,1,0,0,1,4,0,,,3 years,1,36,680-684,11Q1,36,0011-03-01,0,14400,credit_card
664007,1,13.06,2/22/2011,16.48,NC,MORTGAGE,8166.67,3/7/1987,15,41,18711,50.3,0,0,0,0,999,0,,,4 years,1,60,755-759,11Q1,60,0011-03-01,0,20000,debt_consolidation
664023,1,13.06,2/15/2011,8.53,FL,MORTGAGE,14000,11/28/1988,9,20,546,2.5,2,0,0,0,999,0,,,6 years,1,36,810-814,11Q1,36,0011-03-01,0,25000,
664025,1,10.37,2/3/2011,12.16,PA,RENT,5000,2/10/2003,5,12,7081,72.3,1,0,0,0,999,0,,,1 year,1,36,710-714,11Q1,36,0011-03-01,0,8000,debt_consolidation
664046,1,10.74,2/11/2011,23.07,SC,RENT,2557.83,6/10/2003,4,11,7310,63,0,0,0,0,999,0,,,6 years,1,60,730-734,11Q1,60,0011-03-01,0,12000,moving
664100,1,14.17,2/9/2011,18.2,CA,RENT,3583.33,9/18/2001,7,12,17700,39.3,1,0,0,0,999,0,,,5 years,1,60,765-769,11Q1,60,0011-03-01,1,20000,small_business
664117,1,10.74,2/7/2011,24.38,CA,RENT,3167,5/3/1993,11,30,13443,89,0,0,0,0,999,0,,,10+ years,1,36,680-684,11Q1,36,0011-03-01,0,10000,debt_consolidation
664168,1,11.11,2/7/2011,6.45,NY,RENT,3750,12/13/1996,5,20,2244,27.7,1,0,0,1,22,0,,,3 years,1,36,685-689,11Q1,36,0011-03-01,0,5000,major_purchase
664185,1,10.37,2/7/2011,3.97,CA,MORTGAGE,6500,5/12/1997,7,24,13099,48.7,1,0,0,0,66,0,,,10+ years,1,36,710-714,11Q1,36,0011-03-01,0,13000,debt_consolidation
664202,1,12.68,2/2/2011,7.51,CA,RENT,7500,12/20/1989,2,16,14995,96.7,1,0,0,0,999,0,,,5 years,1,36,735-739,11Q1,36,0011-03-01,0,6000,credit_card
664218,1,11.11,2/8/2011,20.26,MO,RENT,7000,2/13/1991,7,35,20457,63.3,0,0,0,0,999,0,,,10+ years,1,36,720-724,11Q1,36,0011-03-01,0,20000,debt_consolidation
664231,1,10,2/7/2011,7.11,LA,MORTGAGE,5666.67,4/14/1991,6,11,1111,7.1,1,0,0,0,999,0,,,2 years,1,36,785-789,11Q1,36,0011-03-01,0,18000,small_business
664271,1,10.37,2/4/2011,6.65,NY,RENT,4333.33,10/13/2002,10,21,10649,93.5,1,0,0,0,999,0,,,3 years,1,36,710-714,11Q1,36,0011-03-01,0,4000,moving
664276,1,17.51,2/8/2011,19.35,CA,RENT,2750,10/29/1999,34,61,4474,34.2,0,0,0,0,51,0,,,< 1 year,1,36,675-679,11Q1,36,0011-03-01,0,5500,debt_consolidation
664288,1,10.37,2/7/2011,9.95,NV,RENT,4000,11/21/2006,8,9,3274,15.2,1,0,0,0,999,0,,,2 years,1,36,725-729,11Q1,36,0011-03-01,0,6000,house
664374,1,10.74,2/11/2011,22.11,GA,MORTGAGE,9000,7/26/2000,4,11,1538,49.6,0,0,0,0,65,1,65,,4 years,1,36,690-694,11Q1,36,0011-03-01,0,10000,wedding
664388,1,11.11,2/18/2011,15.86,FL,MORTGAGE,4166.67,9/6/2004,10,18,12859,30.5,2,0,0,0,44,0,,,7 years,1,36,690-694,11Q1,36,0011-03-01,0,8800,credit_card
664402,1,9.63,2/4/2011,2.79,CA,RENT,5166.67,12/29/1999,5,8,4811,20,0,0,0,1,17,0,,,2 years,1,36,710-714,11Q1,36,0011-03-01,0,8000,car
664404,1,18.62,2/3/2011,8.3,FL,RENT,4833.33,11/2/2004,8,8,13702,92.6,0,0,0,0,999,0,,,2 years,1,36,660-664,11Q1,36,0011-03-01,0,15000,debt_consolidation
664437,1,11.11,2/8/2011,10.5,PA,MORTGAGE,6716.67,9/29/1994,18,39,12349,48.6,3,0,0,0,44,0,,,10+ years,1,36,690-694,11Q1,36,0011-03-01,0,9600,debt_consolidation
664456,1,12.68,2/4/2011,23.52,VA,RENT,2500,12/7/1986,9,43,8895,66.4,0,0,0,0,34,0,,,4 years,1,36,670-674,11Q1,36,0011-03-01,0,8125,debt_consolidation
664482,1,15.65,2/14/2011,14.56,NY,RENT,5000,12/13/2002,9,27,11676,38.2,1,0,0,0,36,0,,,5 years,1,60,740-744,11Q1,60,0011-03-01,0,25000,home_improvement
664483,1,13.06,2/18/2011,23.13,NY,RENT,4000,9/26/1989,10,39,22620,35.3,1,0,0,0,999,0,,,n/a,1,60,770-774,11Q1,60,0011-03-01,0,18000,debt_consolidation
664509,1,15.65,2/28/2011,5.35,MI,MORTGAGE,8666.67,11/28/1995,8,27,17272,29.3,0,0,0,0,999,0,,,10+ years,1,60,775-779,11Q1,60,0011-04-01,0,32000,credit_card
664512,1,16.02,2/11/2011,14.86,MA,RENT,5600,6/3/1993,10,26,21846,36.5,3,0,0,0,999,0,,,10+ years,1,60,725-729,11Q1,60,0011-03-01,1,25000,debt_consolidation
664532,1,14.91,2/2/2011,12.96,MI,MORTGAGE,7833.33,2/27/2000,11,37,2317,37.4,1,0,0,0,999,0,,,4 years,1,60,685-689,11Q1,60,0011-03-01,0,7800,
664538,1,10.37,2/7/2011,22.22,FL,RENT,2083.33,8/10/2003,6,13,3400,16.7,2,0,0,0,999,0,,,n/a,1,60,765-769,11Q1,60,0011-03-01,0,8000,wedding
664561,1,10,2/4/2011,7.83,NY,RENT,4000,5/4/1999,4,9,8344,46.9,0,0,0,0,48,0,,,6 years,1,36,710-714,11Q1,36,0011-03-01,0,8050,debt_consolidation
664575,1,16.77,2/15/2011,8.13,NC,MORTGAGE,7883.33,5/30/1988,4,11,22209,74.3,0,0,0,0,999,0,,,4 years,1,60,725-729,11Q1,60,0011-03-01,0,25000,house
664583,1,16.02,2/8/2011,5.95,MN,MORTGAGE,3750,1/31/2005,5,11,7995,77.6,2,0,0,0,999,0,,,6 years,1,60,700-704,11Q1,60,0011-03-01,0,18000,home_improvement
664592,1,10.74,2/3/2011,10.77,TX,MORTGAGE,3333.33,5/8/1998,15,28,4604,34.4,0,0,0,0,44,0,,,3 years,1,60,700-704,11Q1,60,0011-03-01,0,4200,renewable_energy
664637,1,14.91,2/7/2011,13.72,TX,RENT,4000,4/26/2006,12,15,6322,37.9,1,0,0,0,999,0,,,2 years,1,36,695-699,11Q1,36,0011-03-01,0,10000,debt_consolidation
664678,1,15.28,4/20/2011,17.84,CA,OWN,3216.67,7/16/2000,5,16,8009,55.6,0,0,0,0,43,0,,,9 years,1,60,720-724,11Q2,60,0011-05-01,0,19300,debt_consolidation
664680,1,10.37,2/11/2011,18.85,SC,MORTGAGE,6083.33,5/9/1992,12,26,37177,59.3,0,0,0,0,999,0,,,3 years,1,60,730-734,11Q1,60,0011-03-01,0,12000,small_business
664688,1,16.4,2/15/2011,0.58,CA,RENT,8333.33,6/24/1989,4,13,474,3.4,4,0,0,0,36,0,,,n/a,1,60,770-774,11Q1,60,0011-03-01,0,25000,small_business
664718,1,10,2/7/2011,3.78,VA,RENT,6250,2/14/2003,4,17,9570,75.4,1,0,0,0,999,0,,,2 years,1,36,725-729,11Q1,36,0011-03-01,0,9600,debt_consolidation
664740,1,10.37,2/7/2011,8.92,FL,MORTGAGE,4416.67,8/4/2004,10,15,4137,46,0,0,0,1,3,0,,,2 years,1,36,675-679,11Q1,36,0011-03-01,0,7200,debt_consolidation
664751,1,14.54,2/3/2011,7.11,FL,RENT,3333,12/5/1998,9,25,5505,65.5,1,0,0,2,10,0,,,10+ years,1,36,660-664,11Q1,36,0011-03-01,0,5525,debt_consolidation
664756,1,12.68,2/10/2011,13.92,CA,RENT,2083.33,7/20/2007,10,16,4753,43.4,0,0,0,0,999,0,,,4 years,1,36,690-694,11Q1,36,0011-03-01,0,11700,credit_card
664779,1,10.37,2/7/2011,26.93,WA,MORTGAGE,4166.67,9/25/2000,5,12,16355,54,0,0,0,0,999,0,,,1 year,1,36,730-734,11Q1,36,0011-03-01,0,15000,credit_card
664844,1,16.02,2/28/2011,19.84,VA,MORTGAGE,4541.67,8/16/1988,21,32,24800,41,2,0,0,0,999,0,,,9 years,1,60,725-729,11Q1,60,0011-04-01,0,16000,debt_consolidation
664858,1,13.8,2/28/2011,10.68,NC,MORTGAGE,2660,2/13/1997,8,10,1281,4.4,3,0,0,0,999,0,,,4 years,1,60,755-759,11Q1,60,0011-03-01,0,15000,car
664886,1,11.11,2/8/2011,19.27,CT,RENT,3508,12/22/1989,13,28,11260,50.9,1,0,0,0,999,0,,,10+ years,1,36,695-699,11Q1,36,0011-03-01,0,12500,debt_consolidation
664914,1,10,2/7/2011,20.98,PA,RENT,3417,12/15/1996,13,31,11915,67.3,0,0,0,0,29,0,,,6 years,1,36,700-704,11Q1,36,0011-03-01,0,12000,debt_consolidation
664941,1,13.06,2/8/2011,23.31,GA,MORTGAGE,10000,3/31/1994,7,39,60120,74,1,0,0,0,999,0,,,10+ years,1,36,675-679,11Q1,36,0011-03-01,0,6000,home_improvement
664978,1,13.06,2/22/2011,16.83,CA,MORTGAGE,10000,9/23/1972,18,29,26794,33.1,0,0,0,0,71,0,,,7 years,1,60,755-759,11Q1,60,0011-03-01,0,20000,credit_card
665009,1,10.74,2/7/2011,27.95,CA,RENT,4000,7/13/2002,11,25,5825,23.7,3,0,0,0,66,0,,,2 years,1,60,725-729,11Q1,60,0011-03-01,0,5000,car
